scheme_code,age,gender,state,education_level,marks_percent,family_income,nirf_rank,qs_rank,has_admission_offer,is_pwd,pwd_percent,ocr_caste_ok,ocr_income_ok,ocr_academic_ok,merit_score,decision
BPVGK,15,male,Mizoram,10th,82.0,79000.0,999,999,1,0,0,1,1,1,65.8,Eligible
ARG45,22,male,Rajasthan,phd,76.3,239000.0,2,999,1,0,0,1,1,1,75.52,Eligible
BVOBC,23,male,Tamil Nadu,12th,53.2,349000.0,250,999,1,0,0,1,1,1,49.28,Ineligible
BVOBC,21,male,Chhattisgarh,12th,55.4,154000.0,250,999,1,0,0,1,0,1,55.16,Borderline
BPVGK,17,male,Karnataka,10th,69.3,334000.0,999,999,1,1,74,1,1,1,60.72,Ineligible
A023B,24,male,Maharashtra,masters,66.8,748000.0,5,999,1,0,0,1,1,1,61.72,Ineligible
ARG45,34,male,Kerala,phd,51.3,182000.0,65,999,1,0,0,1,1,1,60.52,Ineligible
BVOBC,17,female,Meghalaya,12th,60.4,179000.0,1,999,1,0,0,1,1,1,79.16,Eligible
BVOBC,23,female,Tamil Nadu,bachelors,79.5,299000.0,2,999,1,0,0,1,1,1,81.8,Ineligible
A023B,23,female,Manipur,bachelors,73.1,488000.0,110,999,1,0,0,1,1,1,57.24,Ineligible
AZKMI,23,female,Telangana,phd,66.2,849000.0,999,37,1,0,0,0,1,1,66.48,Ineligible
AZKMI,22,male,Meghalaya,postdoc,81.2,821000.0,999,650,1,0,0,1,1,1,47.48,Ineligible
AZKMI,27,female,Maharashtra,postdoc,65.3,855000.0,999,37,1,0,0,1,1,1,66.12,Ineligible
ARG45,27,male,Kerala,masters,76.8,313000.0,1,999,1,0,0,1,1,1,75.72,Eligible
BPVGK,14,male,Tripura,10th,71.7,189000.0,999,999,1,0,0,1,1,1,61.68,Eligible
A023B,18,female,Rajasthan,bachelors,94.2,498000.0,2,999,1,0,0,1,1,0,82.68,Borderline
BVOBC,23,male,Sikkim,bachelors,86.3,130000.0,1,999,1,0,0,1,1,1,84.52,Eligible
A023B,19,female,Manipur,bachelors,63.9,667000.0,59,999,1,0,0,0,1,0,55.56,Ineligible
A023B,24,female,Andhra Pradesh,bachelors,59.2,785000.0,6,999,1,0,0,1,1,1,63.68,Ineligible
ARG45,35,female,Telangana,masters,67.2,818000.0,1,999,0,0,0,1,1,1,66.88,Ineligible
BVOBC,21,male,Manipur,bachelors,52.2,52000.0,72,999,1,0,0,1,1,1,60.88,Eligible
A023B,20,female,Telangana,masters,64.8,298000.0,5,999,1,0,0,1,1,1,75.92,Eligible
BVOBC,19,female,Madhya Pradesh,bachelors,49.1,168000.0,2,999,1,0,0,1,1,1,74.64,Ineligible
A023B,25,male,Karnataka,masters,85.0,274000.0,6,999,1,0,0,1,1,1,79.0,Eligible
BVOBC,22,male,Karnataka,bachelors,69.1,123000.0,78,999,1,0,0,1,1,1,67.64,Eligible
BVOBC,24,male,Maharashtra,12th,51.3,288000.0,85,999,1,0,0,1,1,1,55.52,Ineligible
A023B,23,female,Assam,masters,66.6,654000.0,2,999,1,0,0,1,1,1,66.64,Ineligible
BVOBC,22,female,Chhattisgarh,bachelors,49.3,182000.0,1,999,1,0,0,1,1,1,74.72,Ineligible
BPVGK,17,female,Gujarat,10th,67.6,272000.0,999,999,1,0,0,0,1,1,60.04,Ineligible
ARG45,22,female,Assam,phd,76.6,497000.0,88,999,1,0,0,1,1,1,65.64,Eligible
BVOBC,20,male,Tripura,12th,70.2,233000.0,1,999,1,0,0,1,1,1,73.08,Eligible
BVOBC,17,male,Kerala,bachelors,82.5,377000.0,1,999,1,0,0,1,1,1,78.0,Ineligible
A023B,18,other,Gujarat,bachelors,93.9,216000.0,59,999,1,0,0,1,1,1,72.56,Eligible
BVOBC,23,male,Tripura,bachelors,59.6,131000.0,88,999,1,0,0,1,1,1,63.84,Eligible
BVOBC,23,female,Manipur,bachelors,82.6,351000.0,72,999,1,1,59,1,1,1,78.04,Ineligible
ARG45,26,male,Mizoram,phd,62.9,66000.0,6,999,1,0,0,1,1,1,75.16,Eligible
BPVGK,15,male,Chhattisgarh,10th,87.5,121000.0,999,999,1,0,0,1,1,1,68.0,Eligible
ARG45,24,male,Sikkim,phd,77.3,510000.0,72,999,1,0,0,1,1,1,60.92,Eligible
BVOBC,22,female,Gujarat,12th,77.0,153000.0,2,999,1,0,0,1,1,1,85.8,Eligible
ARG45,32,male,Kerala,masters,64.8,65000.0,1,999,1,0,0,1,1,1,75.92,Eligible
BPVGK,15,male,Gujarat,10th,68.2,310000.0,999,999,1,0,0,1,1,1,55.28,Ineligible
BVOBC,20,female,Assam,bachelors,61.7,54000.0,1,999,1,0,0,1,0,1,79.68,Borderline
ARG45,24,male,Telangana,phd,62.0,721000.0,2,999,1,0,0,1,1,1,59.8,Eligible
AZKMI,24,male,Andhra Pradesh,postdoc,58.5,329000.0,999,14,1,0,0,1,1,1,68.4,Eligible
A023B,20,female,Nagaland,masters,57.7,98000.0,2,999,1,0,0,1,0,1,78.08,Borderline
ARG45,30,male,Assam,phd,91.7,763000.0,2,999,1,0,0,1,1,1,71.68,Eligible
ARG45,35,male,Tamil Nadu,masters,52.4,699000.0,88,999,1,0,0,1,1,1,45.96,Ineligible
A023B,19,male,Maharashtra,masters,95.1,703000.0,65,999,1,0,0,1,1,1,63.04,Ineligible
BVOBC,18,male,Tamil Nadu,bachelors,65.7,48000.0,2,999,1,0,0,1,1,1,76.28,Eligible
BVOBC,20,female,Meghalaya,12th,86.5,289000.0,65,999,1,0,0,1,1,1,74.6,Ineligible
ARG45,36,male,Nagaland,masters,86.7,401000.0,95,999,1,0,0,1,1,1,64.68,Eligible
BVOBC,20,female,Maharashtra,bachelors,84.1,92000.0,1,999,1,0,0,1,1,0,88.64,Borderline
BVOBC,23,female,Manipur,bachelors,76.6,74000.0,59,999,1,0,0,1,1,1,75.64,Eligible
ARG45,26,male,Tamil Nadu,masters,54.4,78000.0,78,999,1,0,0,1,1,1,61.76,Ineligible
AZKMI,35,male,Sikkim,postdoc,58.9,456000.0,999,14,0,0,0,1,1,1,63.56,Ineligible
ARG45,36,female,Odisha,masters,86.9,178000.0,95,999,1,0,0,1,1,1,79.76,Eligible
A023B,23,female,Telangana,bachelors,59.3,654000.0,3,999,1,0,0,1,1,1,63.72,Ineligible
BVOBC,19,female,Nagaland,bachelors,73.0,142000.0,140,999,1,0,0,0,1,1,67.2,Ineligible
AZKMI,25,male,Chhattisgarh,postdoc,55.6,460000.0,999,22,1,0,0,1,0,1,62.24,Borderline
ARG45,24,female,Rajasthan,phd,77.1,484000.0,1,999,1,1,80,1,1,1,80.84,Eligible
BPVGK,17,male,Assam,10th,57.9,227000.0,999,999,1,1,63,1,1,1,56.16,Eligible
AZKMI,32,male,Arunachal Pradesh,masters,76.3,524000.0,999,6,1,0,0,1,0,1,70.52,Borderline
BPVGK,15,male,Nagaland,10th,82.7,36000.0,999,999,1,0,0,1,1,1,66.08,Eligible
BVOBC,18,female,Telangana,bachelors,90.3,245000.0,72,999,1,0,0,1,1,1,76.12,Eligible
BPVGK,16,female,Telangana,10th,78.4,315000.0,999,999,1,0,0,0,1,1,64.36,Ineligible
BPVGK,17,male,Tamil Nadu,10th,82.1,31000.0,999,999,1,0,0,1,1,1,65.84,Eligible
AZKMI,38,male,Nagaland,postdoc,80.3,739000.0,999,2,0,0,0,1,1,1,67.12,Ineligible
BPVGK,15,female,Manipur,10th,62.4,83000.0,999,999,1,0,0,1,1,1,62.96,Eligible
BPVGK,14,female,Gujarat,10th,66.7,316000.0,999,999,1,0,0,1,1,1,59.68,Ineligible
ARG45,35,male,Gujarat,masters,59.1,548000.0,65,999,1,1,58,1,1,1,58.64,Eligible
BPVGK,16,female,Manipur,10th,87.5,115000.0,999,999,1,0,0,1,1,1,73.0,Eligible
ARG45,25,male,Assam,phd,86.5,370000.0,140,999,1,0,0,1,1,1,62.6,Eligible
BVOBC,23,male,Mizoram,bachelors,91.0,185000.0,85,999,1,0,0,1,1,1,76.4,Eligible
A023B,24,female,Chhattisgarh,masters,74.8,361000.0,3,999,1,0,0,1,1,1,79.92,Eligible
AZKMI,37,female,Tamil Nadu,phd,53.8,474000.0,999,650,1,0,0,1,1,1,46.52,Ineligible
AZKMI,28,male,Rajasthan,phd,83.3,150000.0,999,3,0,0,0,0,1,1,83.32,Ineligible
ARG45,36,female,Manipur,masters,69.3,681000.0,95,999,0,1,61,1,1,1,62.72,Ineligible
BVOBC,21,male,Tripura,bachelors,60.4,324000.0,140,999,1,0,0,1,0,1,52.16,Ineligible
AZKMI,21,female,Tripura,masters,88.3,889000.0,999,1,1,0,0,1,1,1,75.32,Ineligible
ARG45,24,female,Tamil Nadu,masters,70.6,404000.0,88,999,0,0,0,1,1,1,63.24,Ineligible
AZKMI,26,male,Odisha,phd,80.6,782000.0,999,32,1,0,0,1,1,1,67.24,Ineligible
A023B,25,female,Mizoram,bachelors,72.9,100000.0,1,999,1,0,0,1,1,1,84.16,Eligible
ARG45,35,male,Kerala,phd,82.7,206000.0,5,999,1,0,0,1,1,1,78.08,Eligible
BPVGK,14,female,Nagaland,10th,46.3,221000.0,999,999,1,0,0,1,1,1,51.52,Ineligible
BVOBC,17,male,Gujarat,bachelors,95.7,120000.0,2,999,1,0,0,1,1,1,88.28,Eligible
BPVGK,14,female,Rajasthan,10th,71.6,135000.0,999,999,1,0,0,1,1,1,66.64,Eligible
ARG45,31,male,Maharashtra,phd,68.8,540000.0,3,999,1,0,0,1,0,1,67.52,Borderline
A023B,18,male,Telangana,masters,57.4,294000.0,1,999,1,0,0,1,1,1,67.96,Eligible
ARG45,30,female,Rajasthan,phd,58.7,846000.0,3,999,1,0,0,1,1,1,63.48,Eligible
BVOBC,17,male,Telangana,bachelors,88.1,212000.0,5,999,1,0,0,0,1,1,80.24,Ineligible
BVOBC,17,female,Meghalaya,12th,60.3,252000.0,250,999,1,0,0,1,1,1,57.12,Ineligible
A023B,23,female,Kerala,masters,87.5,677000.0,1,999,1,0,0,1,1,1,75.0,Ineligible
ARG45,25,male,Sikkim,masters,93.3,557000.0,88,999,1,0,0,1,1,1,67.32,Eligible
BVOBC,22,male,Maharashtra,bachelors,66.7,196000.0,65,999,1,0,0,1,1,1,66.68,Eligible
A023B,21,male,Tamil Nadu,bachelors,96.9,254000.0,2,999,0,0,0,1,1,1,83.76,Ineligible
ARG45,33,male,Manipur,masters,85.7,337000.0,65,999,1,0,0,1,1,0,69.28,Borderline
A023B,24,male,Rajasthan,bachelors,60.3,252000.0,110,999,1,0,0,1,1,1,52.12,Ineligible
BPVGK,14,female,Nagaland,10th,56.0,201000.0,999,999,1,0,0,1,1,1,55.4,Eligible
A023B,20,female,Telangana,masters,70.9,303000.0,2,999,1,0,0,1,1,1,78.36,Eligible
A023B,24,female,Jharkhand,bachelors,78.6,394000.0,2,999,1,1,76,1,1,1,86.44,Eligible
AZKMI,34,male,Andhra Pradesh,postdoc,80.3,946000.0,999,8,0,0,0,1,1,1,67.12,Ineligible
A023B,19,male,Jharkhand,bachelors,84.5,233000.0,85,999,1,0,0,1,1,1,68.8,Eligible
A023B,24,other,Odisha,bachelors,63.5,101000.0,6,999,0,0,0,1,1,1,75.4,Ineligible
AZKMI,30,male,Jharkhand,postdoc,64.9,975000.0,999,2,1,0,0,1,1,1,60.96,Ineligible
A023B,21,female,Madhya Pradesh,masters,76.3,329000.0,2,999,0,0,0,1,0,1,80.52,Ineligible
BPVGK,17,male,Arunachal Pradesh,10th,71.5,227000.0,999,999,1,0,0,1,1,1,56.6,Eligible
A023B,25,female,Telangana,masters,91.4,691000.0,5,999,1,0,0,1,1,1,76.56,Ineligible
BVOBC,22,female,Meghalaya,bachelors,57.9,241000.0,95,999,1,0,0,1,1,1,63.16,Eligible
AZKMI,38,female,Kerala,masters,65.7,353000.0,999,21,1,0,0,1,1,1,76.28,Ineligible
A023B,24,female,Chhattisgarh,bachelors,94.1,101000.0,1,999,1,0,0,1,0,1,92.64,Borderline
BVOBC,24,male,Mizoram,bachelors,85.0,384000.0,5,999,1,0,0,1,1,1,79.0,Ineligible
BVOBC,21,female,Manipur,12th,79.8,118000.0,250,999,1,0,0,1,1,1,69.92,Eligible
ARG45,34,male,Gujarat,masters,92.1,639000.0,140,999,1,0,0,1,1,1,54.84,Eligible
A023B,22,male,Karnataka,masters,70.0,174000.0,5,999,1,0,0,1,1,1,78.0,Eligible
A023B,21,female,Kerala,bachelors,88.3,109000.0,2,999,1,0,0,1,1,1,90.32,Eligible
BVOBC,23,female,Meghalaya,bachelors,82.4,63000.0,2,999,1,0,0,1,1,1,87.96,Eligible
BVOBC,23,male,Chhattisgarh,12th,89.9,188000.0,1,999,1,1,65,1,1,1,90.96,Eligible
ARG45,33,male,Manipur,phd,74.4,408000.0,2,999,1,0,0,1,1,1,69.76,Eligible
ARG45,24,male,Jharkhand,masters,55.0,628000.0,1,999,1,0,0,1,1,1,57.0,Eligible
A023B,22,male,Telangana,masters,84.6,153000.0,65,999,1,0,0,1,1,1,73.84,Eligible
BVOBC,17,male,Karnataka,12th,91.7,215000.0,85,999,1,0,0,1,1,0,71.68,Borderline
ARG45,33,male,Telangana,masters,56.9,472000.0,1,999,1,1,68,1,1,1,67.76,Eligible
AZKMI,25,male,Chhattisgarh,phd,75.8,927000.0,999,37,1,0,0,0,1,1,65.32,Ineligible
AZKMI,24,male,Sikkim,phd,59.1,719000.0,999,37,0,0,0,1,1,1,58.64,Ineligible
BVOBC,18,female,Tripura,12th,71.4,247000.0,1,999,1,0,0,1,1,1,78.56,Eligible
BVOBC,23,male,Meghalaya,12th,79.1,359000.0,2,999,1,1,48,1,1,1,81.64,Ineligible
BVOBC,21,female,Rajasthan,12th,88.4,375000.0,250,999,1,0,0,1,1,1,68.36,Ineligible
ARG45,32,female,Tamil Nadu,phd,91.6,211000.0,140,999,1,0,0,1,1,1,69.64,Eligible
ARG45,23,male,Arunachal Pradesh,phd,93.6,899000.0,1,999,1,0,0,1,1,1,72.44,Eligible
BPVGK,15,other,Rajasthan,10th,69.4,90000.0,999,999,1,0,0,1,1,1,60.76,Eligible
ARG45,30,female,Nagaland,masters,84.6,183000.0,250,999,1,0,0,1,1,1,71.84,Eligible
ARG45,32,male,Madhya Pradesh,phd,86.8,276000.0,5,999,1,0,0,1,1,1,79.72,Eligible
ARG45,36,female,Manipur,phd,51.2,161000.0,65,999,1,0,0,0,1,1,65.48,Ineligible
ARG45,27,other,Assam,phd,56.9,304000.0,78,999,1,0,0,1,1,1,57.76,Eligible
BPVGK,16,female,Arunachal Pradesh,10th,63.4,163000.0,999,999,1,0,0,1,1,1,63.36,Eligible
ARG45,23,female,Odisha,masters,75.5,829000.0,95,999,0,0,0,1,1,0,60.2,Ineligible
ARG45,24,male,Telangana,phd,84.9,441000.0,5,999,1,0,0,1,0,1,73.96,Borderline
BVOBC,23,male,Karnataka,12th,80.1,298000.0,140,999,1,0,0,1,1,1,60.04,Ineligible
A023B,23,female,Telangana,bachelors,77.7,730000.0,2,999,1,0,0,1,1,1,71.08,Ineligible
A023B,20,female,Mizoram,bachelors,55.4,115000.0,2,999,1,0,0,1,1,1,77.16,Eligible
A023B,18,female,Arunachal Pradesh,bachelors,63.3,400000.0,5,999,1,0,0,0,1,1,75.32,Ineligible
AZKMI,25,male,Kerala,phd,78.5,256000.0,999,21,1,0,0,1,0,1,76.4,Borderline
BPVGK,14,female,Meghalaya,10th,93.6,156000.0,999,999,1,0,0,1,1,1,75.44,Eligible
BVOBC,19,male,Maharashtra,bachelors,64.8,98000.0,2,999,1,0,0,1,1,1,75.92,Eligible
BPVGK,17,female,Chhattisgarh,10th,66.9,40000.0,999,999,1,0,0,1,1,0,64.76,Borderline
BPVGK,17,female,Karnataka,10th,79.4,204000.0,999,999,1,1,47,1,1,1,69.76,Eligible
AZKMI,30,male,Arunachal Pradesh,phd,73.6,571000.0,999,650,1,0,0,1,1,1,49.44,Ineligible
BVOBC,20,male,Chhattisgarh,12th,85.2,93000.0,6,999,1,0,0,1,1,1,84.08,Eligible
BVOBC,18,male,Sikkim,12th,90.0,210000.0,95,999,1,0,0,1,1,1,71.0,Eligible
BVOBC,22,female,Nagaland,12th,54.3,393000.0,1,999,1,0,0,1,1,1,71.72,Ineligible
A023B,22,male,Maharashtra,bachelors,66.9,156000.0,65,999,1,0,0,1,1,1,66.76,Eligible
BVOBC,17,male,Tripura,bachelors,87.5,383000.0,72,999,1,0,0,1,1,1,70.0,Ineligible
BPVGK,15,female,Rajasthan,10th,90.1,302000.0,999,999,1,0,0,1,1,1,69.04,Ineligible
ARG45,33,female,Kerala,masters,57.4,194000.0,88,999,0,0,0,1,1,1,67.96,Ineligible
A023B,19,female,Odisha,bachelors,97.6,597000.0,2,999,1,0,0,1,1,1,84.04,Eligible
BPVGK,17,male,Kerala,10th,46.1,169000.0,999,999,1,0,0,1,1,0,51.44,Ineligible
A023B,20,male,Tripura,masters,91.0,732000.0,3,999,1,0,0,1,1,1,71.4,Ineligible
BVOBC,17,male,Chhattisgarh,bachelors,79.0,320000.0,72,999,1,0,0,0,1,1,66.6,Ineligible
BPVGK,16,female,Chhattisgarh,10th,75.3,161000.0,999,999,1,0,0,1,0,1,68.12,Borderline
BVOBC,18,female,Jharkhand,12th,78.5,54000.0,2,999,1,0,0,1,1,1,86.4,Eligible
BVOBC,18,female,Assam,bachelors,69.6,309000.0,85,999,1,0,0,1,1,1,67.84,Ineligible
A023B,19,female,Rajasthan,masters,86.7,289000.0,88,999,1,0,0,1,1,1,74.68,Eligible
A023B,25,male,Gujarat,bachelors,56.7,408000.0,140,999,1,0,0,1,1,1,45.68,Ineligible
BPVGK,14,male,Mizoram,10th,74.4,350000.0,999,999,1,0,0,1,1,1,57.76,Ineligible
BVOBC,22,female,Sikkim,bachelors,87.3,186000.0,2,999,1,0,0,1,1,1,89.92,Eligible
BVOBC,20,female,Jharkhand,12th,53.4,187000.0,110,999,1,1,79,1,1,1,64.36,Eligible
ARG45,23,male,Gujarat,phd,82.1,668000.0,85,999,1,0,0,1,1,1,57.84,Eligible
A023B,20,female,Telangana,masters,68.4,509000.0,3,999,1,0,0,1,1,1,72.36,Eligible
ARG45,27,male,Maharashtra,masters,81.5,431000.0,1,999,1,0,0,1,1,1,72.6,Eligible
ARG45,24,female,Arunachal Pradesh,masters,50.8,640000.0,6,999,1,0,0,1,1,1,60.32,Ineligible
ARG45,25,male,Maharashtra,masters,71.6,501000.0,65,999,0,0,0,1,1,1,58.64,Ineligible
AZKMI,25,female,Arunachal Pradesh,masters,52.7,129000.0,999,32,1,0,0,1,1,1,76.08,Ineligible
ARG45,31,male,Kerala,phd,55.3,484000.0,250,999,1,0,0,1,1,1,45.12,Eligible
BVOBC,18,male,Manipur,12th,87.1,301000.0,88,999,1,1,59,1,1,0,74.84,Ineligible
BPVGK,15,female,Manipur,10th,64.8,287000.0,999,999,1,0,0,1,1,1,58.92,Ineligible
A023B,21,female,Kerala,masters,94.2,780000.0,85,999,1,0,0,1,1,1,67.68,Ineligible
A023B,23,male,Chhattisgarh,masters,57.8,488000.0,6,999,1,0,0,1,0,1,63.12,Borderline
ARG45,33,female,Gujarat,masters,63.6,789000.0,65,999,1,0,0,1,1,1,55.44,Eligible
BVOBC,18,female,Manipur,bachelors,73.1,168000.0,59,999,1,1,76,1,1,1,79.24,Eligible
AZKMI,31,female,Mizoram,postdoc,74.9,190000.0,999,8,1,0,0,1,0,1,84.96,Borderline
A023B,25,female,Arunachal Pradesh,bachelors,57.5,664000.0,85,999,1,0,0,1,1,1,53.0,Ineligible
ARG45,28,male,Mizoram,masters,88.7,115000.0,78,999,1,0,0,1,1,1,75.48,Eligible
BPVGK,17,female,Chhattisgarh,10th,75.2,50000.0,999,999,1,0,0,1,1,1,68.08,Eligible
AZKMI,37,female,Sikkim,masters,61.6,934000.0,999,1,1,0,0,1,1,1,64.64,Ineligible
AZKMI,32,female,Rajasthan,masters,76.3,727000.0,999,2,1,0,0,1,0,1,70.52,Ineligible
BPVGK,16,male,Nagaland,10th,90.8,319000.0,999,999,1,0,0,1,1,1,64.32,Ineligible
A023B,23,female,Sikkim,masters,60.0,663000.0,65,999,1,0,0,1,1,0,54.0,Ineligible
BVOBC,24,male,Telangana,bachelors,79.0,229000.0,1,999,1,0,0,1,1,1,76.6,Eligible
BPVGK,16,female,Andhra Pradesh,10th,72.7,46000.0,999,999,1,0,0,1,1,1,67.08,Eligible
A023B,24,female,Manipur,masters,83.7,83000.0,72,999,1,1,57,1,0,1,83.48,Borderline
BVOBC,24,male,Maharashtra,12th,68.5,241000.0,85,999,1,0,0,1,1,1,62.4,Eligible
A023B,24,female,Meghalaya,bachelors,76.3,799000.0,2,999,1,0,0,1,1,1,70.52,Ineligible
ARG45,23,male,Rajasthan,masters,64.8,772000.0,250,999,0,0,0,1,1,1,43.92,Ineligible
BVOBC,20,female,Maharashtra,bachelors,94.5,312000.0,72,999,1,0,0,1,1,1,77.8,Ineligible
AZKMI,36,female,Odisha,masters,64.6,763000.0,999,3,1,0,0,1,1,1,65.84,Ineligible
A023B,18,female,Odisha,bachelors,85.9,648000.0,1,999,1,0,0,1,1,1,74.36,Ineligible
BVOBC,22,male,Arunachal Pradesh,bachelors,61.0,206000.0,250,999,1,0,0,1,1,0,52.4,Borderline
ARG45,31,female,Jharkhand,phd,61.0,348000.0,250,999,1,0,0,1,1,1,57.4,Eligible
BVOBC,22,male,Rajasthan,12th,50.6,356000.0,3,999,1,0,0,1,1,1,65.24,Ineligible
ARG45,22,male,Madhya Pradesh,masters,81.2,404000.0,2,999,1,0,0,1,1,1,72.48,Eligible
A023B,24,male,Gujarat,bachelors,73.1,548000.0,3,999,0,0,0,1,1,1,69.24,Ineligible
A023B,25,male,Tamil Nadu,bachelors,90.9,722000.0,85,999,1,0,0,0,1,1,61.36,Ineligible
AZKMI,37,female,Maharashtra,phd,81.0,866000.0,999,37,1,0,0,1,1,1,72.4,Ineligible
AZKMI,21,female,Gujarat,masters,87.3,557000.0,999,22,1,0,0,1,1,1,79.92,Eligible
BVOBC,21,male,Tripura,12th,67.7,78000.0,6,999,1,0,0,0,1,1,77.08,Ineligible
A023B,25,female,Assam,masters,58.9,520000.0,6,999,1,0,0,1,1,1,68.56,Eligible
ARG45,28,female,Tamil Nadu,masters,61.7,226000.0,2,999,0,0,0,1,1,1,74.68,Ineligible
BVOBC,18,female,Maharashtra,12th,65.5,134000.0,59,999,1,0,0,1,1,1,71.2,Eligible
A023B,19,male,Odisha,bachelors,64.2,399000.0,2,999,1,0,0,1,1,0,70.68,Borderline
ARG45,30,female,Maharashtra,phd,69.5,809000.0,3,999,1,0,0,1,1,1,67.8,Eligible
BVOBC,18,female,Gujarat,12th,57.6,394000.0,250,999,1,0,0,1,1,1,56.04,Ineligible
BPVGK,17,female,Telangana,10th,66.7,262000.0,999,999,1,0,0,1,1,1,59.68,Ineligible
ARG45,27,male,Madhya Pradesh,masters,86.6,658000.0,1,999,1,0,0,1,1,1,69.64,Eligible
BVOBC,23,male,Andhra Pradesh,bachelors,69.5,147000.0,1,999,1,0,0,1,1,1,77.8,Eligible
BPVGK,16,male,Manipur,10th,58.6,273000.0,999,999,1,0,0,1,1,1,51.44,Ineligible
A023B,20,female,Meghalaya,bachelors,75.6,159000.0,6,999,1,0,0,1,0,1,85.24,Borderline
AZKMI,22,male,Maharashtra,masters,64.0,626000.0,999,32,0,0,0,1,1,1,60.6,Ineligible
BPVGK,15,male,Maharashtra,10th,94.0,58000.0,999,999,1,1,68,1,1,1,75.6,Eligible
A023B,25,female,Gujarat,masters,71.8,427000.0,3,999,1,0,0,1,1,1,73.72,Eligible
A023B,18,male,Manipur,masters,76.6,296000.0,6,999,1,0,0,1,1,1,75.64,Eligible
BPVGK,15,female,Telangana,10th,81.3,158000.0,999,999,1,0,0,1,1,1,70.52,Eligible
A023B,19,female,Meghalaya,bachelors,87.7,365000.0,85,999,1,0,0,1,1,1,75.08,Eligible
A023B,22,female,Madhya Pradesh,bachelors,69.8,361000.0,1,999,0,0,0,1,1,1,77.92,Ineligible
BPVGK,14,male,Odisha,10th,48.6,147000.0,999,999,1,0,0,1,1,1,52.44,Ineligible
A023B,25,female,Madhya Pradesh,masters,56.0,684000.0,2,999,1,0,0,1,1,1,62.4,Ineligible
BVOBC,18,female,Kerala,12th,87.0,221000.0,2,999,1,0,0,1,1,1,84.8,Eligible
A023B,25,male,Odisha,masters,64.6,183000.0,6,999,1,0,0,0,1,1,75.84,Ineligible
BPVGK,17,male,Rajasthan,10th,93.3,220000.0,999,999,1,0,0,1,1,1,65.32,Eligible
ARG45,29,female,Arunachal Pradesh,masters,72.6,268000.0,2,999,1,0,0,1,1,1,79.04,Eligible
BVOBC,19,male,Rajasthan,bachelors,61.8,76000.0,95,999,1,0,0,1,1,1,64.72,Eligible
BPVGK,14,male,Gujarat,10th,81.5,195000.0,999,999,1,1,72,1,1,1,70.6,Eligible
BPVGK,15,female,Assam,10th,75.0,344000.0,999,999,1,0,0,1,1,1,63.0,Ineligible
ARG45,34,male,Gujarat,masters,76.5,705000.0,65,999,1,0,0,1,1,1,55.6,Eligible
A023B,22,female,Mizoram,masters,69.8,634000.0,6,999,1,0,0,1,1,1,67.92,Ineligible
BVOBC,20,male,Andhra Pradesh,12th,85.4,114000.0,5,999,1,0,0,1,1,1,84.16,Eligible
AZKMI,31,male,Gujarat,masters,60.4,635000.0,999,2,1,0,0,1,1,1,59.16,Ineligible
A023B,24,female,Tripura,masters,94.1,684000.0,2,999,1,0,0,1,1,1,77.64,Ineligible
ARG45,25,male,Gujarat,masters,66.5,200000.0,95,999,1,0,0,1,1,1,66.6,Eligible
ARG45,23,male,Gujarat,masters,90.3,431000.0,6,999,1,0,0,1,1,1,76.12,Eligible
ARG45,30,male,Gujarat,masters,88.3,590000.0,65,999,0,0,0,1,1,0,65.32,Ineligible
BPVGK,14,male,Arunachal Pradesh,10th,82.5,35000.0,999,999,1,0,0,1,1,1,66.0,Eligible
BPVGK,17,female,Gujarat,10th,60.6,167000.0,999,999,1,0,0,0,1,1,62.24,Ineligible
BVOBC,17,male,Madhya Pradesh,12th,76.5,229000.0,1,999,1,0,0,1,1,1,75.6,Eligible
A023B,20,female,Sikkim,masters,81.1,691000.0,2,999,1,0,0,1,1,1,72.44,Ineligible
BVOBC,22,male,Jharkhand,12th,55.3,125000.0,110,999,1,0,0,1,0,1,55.12,Borderline
ARG45,32,male,Tripura,masters,94.1,345000.0,110,999,1,0,0,1,1,1,65.64,Eligible
A023B,24,female,Assam,masters,94.9,508000.0,1,999,1,0,0,1,1,1,82.96,Eligible
ARG45,35,female,Arunachal Pradesh,phd,88.6,614000.0,3,999,1,1,40,0,1,1,80.44,Ineligible
BPVGK,15,male,Mizoram,10th,50.0,82000.0,999,999,1,0,0,1,1,1,53.0,Eligible
AZKMI,34,male,Assam,masters,69.4,788000.0,999,3,1,0,0,1,1,0,62.76,Ineligible
A023B,20,male,Rajasthan,bachelors,60.4,618000.0,85,999,1,0,0,1,1,1,49.16,Ineligible
BPVGK,16,male,Tamil Nadu,10th,73.2,246000.0,999,999,1,0,0,1,1,1,57.28,Eligible
ARG45,28,female,Sikkim,phd,80.2,263000.0,65,999,1,0,0,0,1,1,72.08,Ineligible
BVOBC,20,male,Meghalaya,bachelors,61.7,331000.0,1,999,1,0,0,1,1,1,69.68,Ineligible
BVOBC,19,female,Mizoram,12th,56.6,86000.0,78,999,1,1,64,1,1,1,72.64,Eligible
AZKMI,23,female,Meghalaya,phd,92.0,802000.0,999,32,0,0,0,1,1,0,76.8,Ineligible
ARG45,33,other,Tripura,phd,92.6,718000.0,110,999,1,0,0,1,1,1,55.04,Eligible
